Category,Item,Price
Food and Beverage,white bread,0.0
Food and Beverage,white bread,0.0
Food and Beverage,white bread,0.0
Food and Beverage,white bread,0.0
Food and Beverage,white bread,0.0
Food and Beverage,beer,7.55
Food and Beverage,beer,7.99
Food and Beverage,beer,8.96
Food and Beverage,beer,9.99
Food and Beverage,beer,9.99
Food and Beverage,cereal,7.99
Food and Beverage,cereal,8.38
Food and Beverage,cereal,8.99
Food and Beverage,cereal,9.35
Food and Beverage,cereal,9.89
Food and Beverage,dove chocolate,5.56
Food and Beverage,dove chocolate,6.98
Food and Beverage,dove chocolate,7.99
Food and Beverage,dove chocolate,9.99
Food and Beverage,dove chocolate,10.96
Food and Beverage,orange juice,6.93
Food and Beverage,orange juice,14.97
Food and Beverage,orange juice,14.99
Food and Beverage,orange juice,17.6
Food and Beverage,orange juice,17.88
Food and Beverage,spaghetti,3.99
Food and Beverage,spaghetti,3.99
Food and Beverage,spaghetti,4.39
Food and Beverage,spaghetti,4.39
Food and Beverage,spaghetti,5.39
Food and Beverage,coca cola,2.79
Food and Beverage,coca cola,3.84
Food and Beverage,coca cola,4.99
Food and Beverage,coca cola,4.99
Food and Beverage,coca cola,5.53
Food and Beverage,pesto,5.9
Food and Beverage,pesto,8.9
Food and Beverage,pesto,10.95
Food and Beverage,pesto,10.99
Food and Beverage,pesto,11.99
Food and Beverage,potato chips,9.99
Food and Beverage,potato chips,16.98
Food and Beverage,potato chips,19.85
Food and Beverage,potato chips,24.99
Food and Beverage,potato chips,24.99
Food and Beverage,peanut butter,8.29
Food and Beverage,peanut butter,10.58
Food and Beverage,peanut butter,13.49
Food and Beverage,peanut butter,13.99
Food and Beverage,peanut butter,14.99
Food and Beverage,tea,2.49
Food and Beverage,tea,3.99
Food and Beverage,tea,3.99
Food and Beverage,tea,3.99
Food and Beverage,tea,5.59
Food and Beverage,rice,17.98
Food and Beverage,rice,19.99
Food and Beverage,rice,19.99
Food and Beverage,rice,22.27
Food and Beverage,rice,29.0
Food and Beverage,flour,7.5
Food and Beverage,flour,7.5
Food and Beverage,flour,9.99
Food and Beverage,flour,10.6
Food and Beverage,flour,10.99
Food and Beverage,olive oil,11.99
Food and Beverage,olive oil,11.99
Food and Beverage,olive oil,14.95
Food and Beverage,olive oil,14.99
Food and Beverage,olive oil,15.9
Food and Beverage,sugar,3.99
Food and Beverage,sugar,3.99
Food and Beverage,sugar,3.99
Food and Beverage,sugar,3.99
Food and Beverage,sugar,4.99
Food and Beverage,salt,3.99
Food and Beverage,salt,6.94
Food and Beverage,salt,9.99
Food and Beverage,salt,11.97
Food and Beverage,salt,15.48
Food and Beverage,pepper,2.49
Food and Beverage,pepper,3.99
Food and Beverage,pepper,5.69
Food and Beverage,pepper,5.99
Food and Beverage,pepper,6.59
Food and Beverage,ketchup,6.43
Food and Beverage,ketchup,8.79
Food and Beverage,ketchup,8.99
Food and Beverage,ketchup,10.99
Food and Beverage,ketchup,23.99
Food and Beverage,mustard,7.99
Food and Beverage,mustard,9.25
Food and Beverage,mustard,10.87
Food and Beverage,mustard,11.16
Food and Beverage,mustard,12.0
Food and Beverage,mayonnaise,9.99
Food and Beverage,mayonnaise,9.99
Food and Beverage,mayonnaise,9.99
Food and Beverage,mayonnaise,10.99
Food and Beverage,mayonnaise,11.25
Food and Beverage,honey,3.99
Food and Beverage,honey,3.99
Food and Beverage,honey,15.99
Food and Beverage,honey,16.6
Food and Beverage,honey,24.99
Food and Beverage,vinegar,3.69
Food and Beverage,vinegar,4.6
Food and Beverage,vinegar,4.6
Food and Beverage,vinegar,5.0
Food and Beverage,vinegar,6.44
Food and Beverage,canned soup,6.39
Food and Beverage,canned soup,8.69
Food and Beverage,canned soup,8.99
Food and Beverage,canned soup,9.99
Food and Beverage,canned soup,10.99
Food and Beverage,canned beans,4.99
Food and Beverage,canned beans,5.19
Food and Beverage,canned beans,7.99
Food and Beverage,canned beans,9.99
Food and Beverage,canned beans,9.99
Household Items,toilet paper,2.94
Household Items,toilet paper,2.99
Household Items,toilet paper,3.42
Household Items,toilet paper,3.93
Household Items,toilet paper,3.99
Household Items,paper towels,2.49
Household Items,paper towels,2.86
Household Items,paper towels,2.99
Household Items,paper towels,2.99
Household Items,paper towels,3.1
Household Items,dish soap,1.95
Household Items,dish soap,2.78
Household Items,dish soap,2.99
Household Items,dish soap,3.49
Household Items,dish soap,3.49
Household Items,laundry detergent,3.11
Household Items,laundry detergent,3.55
Household Items,laundry detergent,3.55
Household Items,laundry detergent,4.75
Household Items,laundry detergent,4.99
Household Items,trash bags,1.34
Household Items,trash bags,1.49
Household Items,trash bags,1.95
Household Items,trash bags,1.95
Household Items,trash bags,2.98
Household Items,aluminum foil,1.89
Household Items,aluminum foil,1.99
Household Items,aluminum foil,1.99
Household Items,aluminum foil,3.97
Household Items,aluminum foil,6.72
Household Items,plastic wrap,1.68
Household Items,plastic wrap,3.97
Household Items,plastic wrap,6.99
Household Items,plastic wrap,7.61
Household Items,plastic wrap,7.64
Household Items,sponges,1.39
Household Items,sponges,1.42
Household Items,sponges,1.79
Household Items,sponges,1.85
Household Items,sponges,2.07
Household Items,cleaning spray,2.95
Household Items,cleaning spray,2.99
Household Items,cleaning spray,3.7
Household Items,cleaning spray,3.95
Household Items,cleaning spray,3.99
Household Items,batteries,3.79
Household Items,batteries,4.76
Household Items,batteries,4.79
Household Items,batteries,7.99
Household Items,batteries,8.96
Household Items,light bulbs,4.99
Household Items,light bulbs,5.89
Household Items,light bulbs,5.94
Household Items,light bulbs,5.95
Household Items,light bulbs,5.99
Household Items,air freshener,2.25
Household Items,air freshener,2.25
Household Items,air freshener,2.29
Household Items,air freshener,2.69
Household Items,air freshener,4.45
Household Items,razors,2.92
Household Items,razors,3.45
Household Items,razors,3.49
Household Items,razors,3.95
Household Items,razors,3.95
Household Items,shaving cream,1.25
Household Items,shaving cream,1.55
Household Items,shaving cream,1.63
Household Items,shaving cream,1.95
Household Items,shaving cream,1.95
Household Items,toothpaste,1.19
Household Items,toothpaste,1.43
Household Items,toothpaste,1.94
Household Items,toothpaste,2.45
Household Items,toothpaste,2.46
Household Items,soap,1.49
Household Items,soap,1.95
Household Items,soap,1.95
Household Items,soap,1.95
Household Items,soap,2.25
Household Items,shampoo,2.69
Household Items,shampoo,2.75
Household Items,shampoo,2.95
Household Items,shampoo,2.95
Household Items,shampoo,2.95
Household Items,conditioner,3.95
Household Items,conditioner,3.95
Household Items,conditioner,3.95
Household Items,conditioner,3.99
Household Items,conditioner,3.99
Household Items,deodorant,1.99
Household Items,deodorant,2.15
Household Items,deodorant,2.15
Household Items,deodorant,2.25
Household Items,deodorant,2.25
Household Items,cotton swabs,3.49
Household Items,cotton swabs,3.58
Household Items,cotton swabs,3.59
Household Items,cotton swabs,3.79
Household Items,cotton swabs,4.15
Household Items,band-aids,2.27
Household Items,band-aids,2.27
Household Items,band-aids,2.27
Household Items,band-aids,2.8
Household Items,band-aids,2.9
Household Items,first aid kit,7.4
Household Items,first aid kit,8.9
Household Items,first aid kit,8.97
Household Items,first aid kit,8.99
Household Items,first aid kit,9.99
Personal Care,lotion,2.95
Personal Care,lotion,3.45
Personal Care,lotion,3.56
Personal Care,lotion,3.65
Personal Care,lotion,3.65
Personal Care,lip balm,1.77
Personal Care,lip balm,1.83
Personal Care,lip balm,1.95
Personal Care,lip balm,1.95
Personal Care,lip balm,2.25
Personal Care,sunscreen,5.99
Personal Care,sunscreen,6.79
Personal Care,sunscreen,6.99
Personal Care,sunscreen,7.55
Personal Care,sunscreen,7.55
Personal Care,hair gel,2.59
Personal Care,hair gel,2.95
Personal Care,hair gel,2.95
Personal Care,hair gel,2.95
Personal Care,hair gel,2.95
Personal Care,hair spray,1.25
Personal Care,hair spray,2.36
Personal Care,hair spray,2.95
Personal Care,hair spray,2.95
Personal Care,hair spray,2.95
Personal Care,nail polish,1.3
Personal Care,nail polish,1.75
Personal Care,nail polish,1.75
Personal Care,nail polish,1.75
Personal Care,nail polish,1.75
Personal Care,nail polish remover,2.65
Personal Care,nail polish remover,2.99
Personal Care,nail polish remover,2.99
Personal Care,nail polish remover,3.49
Personal Care,nail polish remover,3.49
Personal Care,makeup remover,2.45
Personal Care,makeup remover,2.45
Personal Care,makeup remover,2.45
Personal Care,makeup remover,2.45
Personal Care,makeup remover,2.45
Personal Care,facial cleanser,3.95
Personal Care,facial cleanser,4.45
Personal Care,facial cleanser,4.65
Personal Care,facial cleanser,4.95
Personal Care,facial cleanser,4.95
Personal Care,moisturizer,3.95
Personal Care,moisturizer,3.95
Personal Care,moisturizer,5.37
Personal Care,moisturizer,5.63
Personal Care,moisturizer,5.68
Personal Care,shaving cream,1.55
Personal Care,shaving cream,1.63
Personal Care,shaving cream,1.95
Personal Care,shaving cream,1.95
Personal Care,shaving cream,2.45
Personal Care,toothbrush,1.35
Personal Care,toothbrush,1.95
Personal Care,toothbrush,2.25
Personal Care,toothbrush,2.45
Personal Care,toothbrush,2.45
Personal Care,floss,1.95
Personal Care,floss,1.99
Personal Care,floss,1.99
Personal Care,floss,2.09
Personal Care,floss,2.99
Personal Care,mouthwash,2.95
Personal Care,mouthwash,3.29
Personal Care,mouthwash,3.75
Personal Care,mouthwash,3.95
Personal Care,mouthwash,3.99
Personal Care,cotton balls,1.43
Personal Care,cotton balls,1.99
Personal Care,cotton balls,2.19
Personal Care,cotton balls,4.74
Personal Care,cotton balls,4.99
Personal Care,q-tips,3.49
Personal Care,q-tips,3.59
Personal Care,q-tips,3.79
Personal Care,q-tips,4.39
Personal Care,q-tips,4.49
Personal Care,feminine hygiene products,2.75
Personal Care,feminine hygiene products,2.84
Personal Care,feminine hygiene products,2.95
Personal Care,feminine hygiene products,2.95
Personal Care,feminine hygiene products,3.29
Personal Care,diapers,3.69
Personal Care,diapers,6.95
Personal Care,diapers,6.95
Personal Care,diapers,7.35
Personal Care,diapers,9.15
Personal Care,baby wipes,1.49
Personal Care,baby wipes,1.75
Personal Care,baby wipes,1.95
Personal Care,baby wipes,2.49
Personal Care,baby wipes,2.64
Personal Care,baby lotion,2.75
Personal Care,baby lotion,2.75
Personal Care,baby lotion,2.75
Personal Care,baby lotion,2.93
Personal Care,baby lotion,3.25
Personal Care,baby shampoo,1.85
Personal Care,baby shampoo,2.37
Personal Care,baby shampoo,2.45
Personal Care,baby shampoo,2.79
Personal Care,baby shampoo,3.21
Pet Supplies,dog food,32.99
Pet Supplies,dog food,83.95
Pet Supplies,cat food,33.89
Pet Supplies,cat food,54.99
Pet Supplies,pet treats,5.99
Pet Supplies,pet treats,7.99
Pet Supplies,pet treats,8.79
Pet Supplies,pet treats,10.98
Pet Supplies,pet treats,14.88
Pet Supplies,pet toys,6.49
Pet Supplies,pet toys,6.79
Pet Supplies,pet toys,6.99
Pet Supplies,pet toys,6.99
Pet Supplies,pet toys,6.99
Pet Supplies,pet shampoo,5.25
Pet Supplies,pet shampoo,5.29
Pet Supplies,pet shampoo,5.79
Pet Supplies,pet shampoo,5.95
Pet Supplies,pet shampoo,6.79
Pet Supplies,pet litter,2.0
Pet Supplies,pet litter,6.58
Pet Supplies,pet litter,6.59
Pet Supplies,pet litter,6.59
Pet Supplies,pet litter,6.99
Pet Supplies,pet grooming supplies,3.19
Pet Supplies,pet grooming supplies,4.09
Pet Supplies,pet grooming supplies,4.57
Pet Supplies,pet grooming supplies,4.99
Pet Supplies,pet grooming supplies,5.69
Pet Supplies,pet bed,6.99
Pet Supplies,pet bed,8.99
Pet Supplies,pet bed,10.89
Pet Supplies,pet bed,12.68
Pet Supplies,pet bed,12.98
Pet Supplies,pet leash,4.7
Pet Supplies,pet leash,4.95
Pet Supplies,pet leash,4.99
Pet Supplies,pet leash,5.99
Pet Supplies,pet leash,6.49
Pet Supplies,pet collar,4.09
Pet Supplies,pet collar,4.56
Pet Supplies,pet collar,4.99
Pet Supplies,pet collar,5.29
Pet Supplies,pet collar,5.59
Pet Supplies,pet carrier,16.99
Pet Supplies,pet carrier,17.99
Pet Supplies,pet carrier,18.99
Pet Supplies,pet carrier,23.98
Pet Supplies,pet carrier,24.99
Pet Supplies,pet training pads,4.96
Pet Supplies,pet training pads,7.69
Pet Supplies,pet training pads,8.19
Pet Supplies,pet training pads,12.98
Pet Supplies,pet training pads,12.99
Pet Supplies,pet first aid kit,7.39
Pet Supplies,pet first aid kit,7.99
Pet Supplies,pet first aid kit,7.99
Pet Supplies,pet first aid kit,7.99
Pet Supplies,pet first aid kit,8.56
Pet Supplies,pet flea and tick treatment,6.99
Pet Supplies,pet flea and tick treatment,7.99
Pet Supplies,pet flea and tick treatment,8.59
Pet Supplies,pet flea and tick treatment,8.99
Pet Supplies,pet flea and tick treatment,8.99
Pet Supplies,pet dental chews,9.99
Pet Supplies,pet dental chews,10.98
Pet Supplies,pet dental chews,10.99
Pet Supplies,pet dental chews,12.99
Pet Supplies,pet dental chews,13.98
Pet Supplies,pet waste bags,4.69
Pet Supplies,pet waste bags,4.75
Pet Supplies,pet waste bags,6.49
Pet Supplies,pet waste bags,6.99
Pet Supplies,pet waste bags,7.99
Pet Supplies,pet water bowl,8.59
Pet Supplies,pet water bowl,8.99
Pet Supplies,pet water bowl,9.49
Pet Supplies,pet water bowl,9.62
Pet Supplies,pet water bowl,9.99
Pet Supplies,pet food storage container,9.99
Pet Supplies,pet food storage container,9.99
Pet Supplies,pet food storage container,9.99
Pet Supplies,pet food storage container,10.99
Pet Supplies,pet food storage container,10.99
Pet Supplies,pet grooming brush,5.29
Pet Supplies,pet grooming brush,5.99
Pet Supplies,pet grooming brush,5.99
Pet Supplies,pet grooming brush,6.3
Pet Supplies,pet grooming brush,6.99
Pet Supplies,pet nail clippers,2.87
Pet Supplies,pet nail clippers,3.39
Pet Supplies,pet nail clippers,3.99
Pet Supplies,pet nail clippers,3.99
Pet Supplies,pet nail clippers,3.99
Health and Wellness,vitamins,8.9
Health and Wellness,vitamins,9.78
Health and Wellness,vitamins,9.95
Health and Wellness,vitamins,9.95
Health and Wellness,vitamins,9.99
Health and Wellness,supplements,8.95
Health and Wellness,supplements,8.99
Health and Wellness,supplements,8.99
Health and Wellness,supplements,9.87
Health and Wellness,supplements,9.99
Health and Wellness,pain relievers,5.49
Health and Wellness,pain relievers,5.69
Health and Wellness,pain relievers,6.71
Health and Wellness,pain relievers,6.99
Health and Wellness,pain relievers,8.99
Health and Wellness,cold medicine,8.56
Health and Wellness,cold medicine,9.95
Health and Wellness,cold medicine,10.82
Health and Wellness,cold medicine,12.6
Health and Wellness,cold medicine,12.88
Health and Wellness,allergy medicine,18.9
Health and Wellness,allergy medicine,18.94
Health and Wellness,allergy medicine,18.99
Health and Wellness,allergy medicine,20.43
Health and Wellness,allergy medicine,20.66
Health and Wellness,stomach medicine,7.14
Health and Wellness,stomach medicine,8.23
Health and Wellness,stomach medicine,11.78
Health and Wellness,stomach medicine,11.9
Health and Wellness,stomach medicine,13.87
Health and Wellness,first aid supplies,7.4
Health and Wellness,first aid supplies,7.99
Health and Wellness,first aid supplies,8.59
Health and Wellness,first aid supplies,8.9
Health and Wellness,first aid supplies,8.97
Health and Wellness,thermometer,2.59
Health and Wellness,thermometer,3.5
Health and Wellness,thermometer,3.59
Health and Wellness,thermometer,3.59
Health and Wellness,thermometer,4.49
Health and Wellness,bandages,2.27
Health and Wellness,bandages,2.27
Health and Wellness,bandages,4.99
Health and Wellness,bandages,5.02
Health and Wellness,bandages,5.99
Health and Wellness,antiseptic wipes,5.75
Health and Wellness,antiseptic wipes,5.86
Health and Wellness,antiseptic wipes,5.88
Health and Wellness,antiseptic wipes,6.99
Health and Wellness,antiseptic wipes,7.31
Health and Wellness,hand sanitizer,1.95
Health and Wellness,hand sanitizer,4.9
Health and Wellness,hand sanitizer,7.37
Health and Wellness,hand sanitizer,9.95
Health and Wellness,hand sanitizer,9.99
Health and Wellness,cough drops,7.98
Health and Wellness,cough drops,8.39
Health and Wellness,cough drops,9.99
Health and Wellness,cough drops,11.4
Health and Wellness,cough drops,12.92
Health and Wellness,lozenges,10.92
Health and Wellness,lozenges,11.33
Health and Wellness,lozenges,12.6
Health and Wellness,lozenges,13.99
Health and Wellness,lozenges,14.39
Health and Wellness,nasal spray,7.99
Health and Wellness,nasal spray,8.19
Health and Wellness,nasal spray,8.99
Health and Wellness,nasal spray,9.99
Health and Wellness,nasal spray,10.03
Health and Wellness,eye drops,7.99
Health and Wellness,eye drops,9.2
Health and Wellness,eye drops,9.95
Health and Wellness,eye drops,9.99
Health and Wellness,eye drops,10.26
Health and Wellness,ear drops,3.99
Health and Wellness,ear drops,4.99
Health and Wellness,ear drops,5.69
Health and Wellness,ear drops,5.99
Health and Wellness,ear drops,5.99
Health and Wellness,sore throat spray,8.99
Health and Wellness,sore throat spray,9.49
Health and Wellness,sore throat spray,10.0
Health and Wellness,sore throat spray,11.0
Health and Wellness,sore throat spray,11.4
Health and Wellness,muscle rub,5.04
Health and Wellness,muscle rub,5.39
Health and Wellness,muscle rub,5.49
Health and Wellness,muscle rub,6.54
Health and Wellness,muscle rub,6.95
Health and Wellness,heat patches,5.5
Health and Wellness,heat patches,5.99
Health and Wellness,heat patches,6.79
Health and Wellness,heat patches,6.89
Health and Wellness,heat patches,7.99
Health and Wellness,ice packs,5.69
Health and Wellness,ice packs,6.29
Health and Wellness,ice packs,6.92
Health and Wellness,ice packs,7.77
Health and Wellness,ice packs,7.89
Appearal,t-shirts,8.47
Appearal,t-shirts,8.72
Appearal,t-shirts,9.34
Appearal,t-shirts,9.9
Appearal,t-shirts,10.07
Appearal,jeans,14.99
Appearal,jeans,19.99
Appearal,jeans,20.79
Appearal,jeans,21.09
Appearal,jeans,22.99
Appearal,sweaters,13.59
Appearal,sweaters,13.7
Appearal,sweaters,13.99
Appearal,sweaters,14.29
Appearal,sweaters,14.99
Appearal,jackets,22.0
Appearal,jackets,22.75
Appearal,jackets,23.78
Appearal,jackets,25.23
Appearal,jackets,25.49
Appearal,socks,7.64
Appearal,socks,8.49
Appearal,socks,8.49
Appearal,socks,8.99
Appearal,socks,9.34
Appearal,underwear,10.44
Appearal,underwear,10.99
Appearal,underwear,10.99
Appearal,underwear,10.99
Appearal,underwear,12.74
Appearal,shoes,25.38
Appearal,shoes,26.99
Appearal,shoes,27.48
Appearal,shoes,28.99
Appearal,shoes,28.99
Appearal,sandals,6.57
Appearal,sandals,9.98
Appearal,sandals,11.98
Appearal,sandals,11.99
Appearal,sandals,12.99
Appearal,boots,25.58
Appearal,boots,25.85
Appearal,boots,26.04
Appearal,boots,26.99
Appearal,boots,27.31
Appearal,hats,5.24
Appearal,hats,6.98
Appearal,hats,6.99
Appearal,hats,7.09
Appearal,hats,7.1
Appearal,scarves,4.59
Appearal,scarves,4.99
Appearal,scarves,4.99
Appearal,scarves,5.4
Appearal,scarves,5.5
Appearal,gloves,3.99
Appearal,gloves,5.49
Appearal,gloves,5.99
Appearal,gloves,5.99
Appearal,gloves,6.99
Appearal,belts,6.74
Appearal,belts,6.79
Appearal,belts,6.99
Appearal,belts,6.99
Appearal,belts,7.64
Appearal,ties,2.99
Appearal,ties,3.94
Appearal,ties,3.99
Appearal,ties,3.99
Appearal,ties,3.99
Appearal,sunglasses,5.99
Appearal,sunglasses,6.11
Appearal,sunglasses,6.99
Appearal,sunglasses,6.99
Appearal,sunglasses,8.49
Appearal,swimwear,10.99
Appearal,swimwear,11.54
Appearal,swimwear,12.98
Appearal,swimwear,14.99
Appearal,swimwear,14.99
Appearal,activewear,6.29
Appearal,activewear,6.79
Appearal,activewear,7.59
Appearal,activewear,7.59
Appearal,activewear,7.99
Appearal,pajamas,9.99
Appearal,pajamas,9.99
Appearal,pajamas,13.99
Appearal,pajamas,14.18
Appearal,pajamas,14.24
Appearal,loungewear,9.99
Appearal,loungewear,9.99
Appearal,loungewear,12.95
Appearal,loungewear,12.99
Appearal,loungewear,13.79
Appearal,workout clothes,8.99
Appearal,workout clothes,9.99
Appearal,workout clothes,9.99
Appearal,workout clothes,10.99
Appearal,workout clothes,10.99
Appearal,accessories,2.99
Appearal,accessories,3.8
Appearal,accessories,4.98
Appearal,accessories,4.99
Appearal,accessories,5.39
Electronics,smartphone,8.99
Electronics,smartphone,38.5
Electronics,smartphone,56.99
Electronics,smartphone,71.99
Electronics,smartphone,79.99
Electronics,laptop,189.0
Electronics,laptop,199.98
Electronics,laptop,203.98
Electronics,laptop,229.89
Electronics,laptop,249.99
Electronics,tablet,62.0
Electronics,tablet,69.99
Electronics,tablet,74.99
Electronics,tablet,79.95
Electronics,tablet,79.99
Electronics,smartwatch,29.99
Electronics,smartwatch,29.99
Electronics,smartwatch,29.99
Electronics,smartwatch,29.99
Electronics,smartwatch,29.99
Electronics,headphones,9.53
Electronics,headphones,12.99
Electronics,headphones,16.0
Electronics,headphones,17.99
Electronics,headphones,18.99
Electronics,bluetooth speaker,25.99
Electronics,bluetooth speaker,25.99
Electronics,bluetooth speaker,27.99
Electronics,bluetooth speaker,28.99
Electronics,bluetooth speaker,28.99
Electronics,smart home devices,9.79
Electronics,smart home devices,9.9
Electronics,smart home devices,11.9
Electronics,smart home devices,12.82
Electronics,smart home devices,12.99
Electronics,gaming console,22.99
Electronics,gaming console,26.99
Electronics,gaming console,29.79
Electronics,gaming console,30.99
Electronics,gaming console,34.98
Electronics,camera,17.99
Electronics,camera,17.99
Electronics,camera,19.99
Electronics,camera,19.99
Electronics,camera,21.36
Electronics,printer,23.99
Electronics,printer,35.0
Electronics,printer,45.94
Electronics,printer,47.79
Electronics,printer,47.79
Electronics,external hard drive,27.0
Electronics,external hard drive,27.59
Electronics,external hard drive,27.59
Electronics,external hard drive,29.81
Electronics,external hard drive,29.81
Electronics,USB flash drive,6.39
Electronics,USB flash drive,7.99
Electronics,USB flash drive,9.99
Electronics,USB flash drive,11.56
Electronics,USB flash drive,11.91
Electronics,memory card,5.69
Electronics,memory card,6.8
Electronics,memory card,7.99
Electronics,memory card,9.99
Electronics,memory card,10.99
Electronics,charger,9.34
Electronics,charger,9.34
Electronics,charger,9.49
Electronics,charger,9.58
Electronics,charger,9.99
Electronics,power bank,16.98
Electronics,power bank,16.99
Electronics,power bank,16.99
Electronics,power bank,17.5
Electronics,power bank,18.99
Electronics,cables and adapters,5.93
Electronics,cables and adapters,5.99
Electronics,cables and adapters,6.89
Electronics,cables and adapters,6.99
Electronics,cables and adapters,6.99
Electronics,screen protector,5.93
Electronics,screen protector,5.94
Electronics,screen protector,5.95
Electronics,screen protector,5.99
Electronics,screen protector,6.39
Electronics,phone case,5.51
Electronics,phone case,5.83
Electronics,phone case,8.49
Electronics,phone case,8.69
Electronics,phone case,8.69
Electronics,laptop sleeve,11.99
Electronics,laptop sleeve,11.99
Electronics,laptop sleeve,11.99
Electronics,laptop sleeve,11.99
Electronics,laptop sleeve,11.99
Electronics,tablet case,9.95
Electronics,tablet case,9.99
Electronics,tablet case,10.39
Electronics,tablet case,10.99
Electronics,tablet case,11.51
Books and Media,novels,0.0
Books and Media,novels,0.0
Books and Media,novels,0.0
Books and Media,novels,0.0
Books and Media,novels,0.0
Books and Media,textbooks,10.35
Books and Media,textbooks,12.23
Books and Media,textbooks,14.97
Books and Media,textbooks,19.99
Books and Media,textbooks,22.35
Books and Media,magazines,7.5
Books and Media,magazines,8.5
Books and Media,magazines,8.5
Books and Media,magazines,9.9
Books and Media,magazines,10.99
Books and Media,newspapers,4.59
Books and Media,newspapers,4.9
Books and Media,newspapers,4.99
Books and Media,newspapers,5.49
Books and Media,newspapers,5.58
Books and Media,comics,0.0
Books and Media,comics,5.99
Books and Media,comics,6.99
Books and Media,comics,6.99
Books and Media,comics,6.99
